name,company,image,for_gender,main accords,top notes,middle notes,base notes
Coco Mademoiselle Intense  Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.48310.jpg,for women,"{'citrus': 100.0, 'vanilla': 92.3802, 'patchouli': 82.2433, 'sweet': 76.5974, 'woody': 68.3632, 'amber': 65.0267, 'warm spicy': 63.5306, 'balsamic': 57.8967, 'rose': 56.2404, 'fruity': 53.272}","['Sicilian Orange', 'Calabrian bergamot', 'Lemon']","['Rose', 'Fruity Notes', 'Jasmine']","['Patchouli', 'Tonka Bean', 'Madagascar Vanilla', 'Labdanum', 'White Musk']"
La Nuit Trésor à la Folie  Lancome,Lancome,https://fimgs.net/mdimg/perfume/375x500.48019.jpg,for women,"{'vanilla': 100.0, 'amber': 78.0656, 'sweet': 67.3995, 'fruity': 60.7908, 'soft spicy': 55.2649, 'fresh': 54.1597, 'rose': 53.7565, 'warm spicy': 52.0141, 'floral': 51.2026, 'powdery': 50.8243}","['Red Currant', 'Pear', 'Pink Pepper', 'Bergamot']","['Damask Rose', 'Violet', 'Peony', 'Jasmine']","['Bourbon Vanilla', 'Tonka Bean', 'Benzoin', 'Nutmeg', 'Ambroxan', 'Patchouli', 'Woody Notes']"
Gentleman Eau de Parfum  Givenchy,Givenchy,https://fimgs.net/mdimg/perfume/375x500.48476.jpg,for men,"{'warm spicy': 100.0, 'powdery': 93.7552, 'amber': 90.823, 'vanilla': 86.2821, 'iris': 72.1601, 'sweet': 60.0113, 'balsamic': 58.7948, 'fresh spicy': 58.0856, 'earthy': 53.5526, 'woody': 48.6709}","['Black Pepper', 'Lavender', 'Bergamot']","['Orris', 'Cloves', 'Cinnamon']","['Black Vanilla Husk', 'Tolu Balsam', 'Patchouli', 'Tonka Bean', 'Benzoin']"
Delina Exclusif  Parfums de Marly,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.50370.jpg,for women,"{'rose': 100.0, 'vanilla': 87.5774, 'fruity': 86.9169, 'amber': 68.6873, 'tropical': 62.1802, 'fresh': 59.2028, 'oud': 58.9859, 'sweet': 54.431, 'floral': 52.8042, 'powdery': 51.6704}","['Litchi', 'Pear', 'Bergamot']","['Turkish Rose', 'Agarwood (Oud)', 'Incense']","['Vanilla', 'Amber', 'Woody Notes']"
Pure XS For Her  Paco Rabanne,Paco Rabanne,https://fimgs.net/mdimg/perfume/375x500.51424.jpg,for women,"{'vanilla': 100.0, 'sweet': 90.7123, 'woody': 75.3591, 'powdery': 67.3763, 'yellow floral': 67.3763, 'coconut': 64.6375, 'lactonic': 60.2474, 'musky': 59.16, 'white floral': 51.6686, 'fruity': 49.1714}",[],"['Popocorn', 'Vanilla', 'Ylang-Ylang', 'Coconut', 'Peach', 'Orange Blossom', 'Ambrette (Musk Mallow)', 'White Musk', 'Sandalwood', 'Amberwood']",[]
Eros Flame  Versace,Versace,https://fimgs.net/mdimg/perfume/375x500.52180.jpg,for men,"{'citrus': 100.0, 'aromatic': 78.8842, 'vanilla': 77.0038, 'fresh spicy': 76.6695, 'woody': 65.2361, 'warm spicy': 55.169200000000004, 'sweet': 49.532, 'powdery': 46.4062, 'rose': 45.5871}","['Mandarin Orange', 'Black Pepper', 'Chinotto', 'Lemon', 'Rosemary']","['Pepper', 'Geranium', 'Rose']","['Vanilla', 'Tonka Bean', 'Texas Cedar', 'Sandalwood', 'Patchouli', 'Oakmoss']"
Moustache Eau de Parfum  Rochas,Rochas,https://fimgs.net/mdimg/perfume/375x500.52350.jpg,for men,"{'vanilla': 100.0, 'amber': 88.2881, 'woody': 85.79, 'warm spicy': 72.4489, 'rose': 67.1089, 'soft spicy': 66.6383, 'citrus': 61.4973, 'balsamic': 57.0804, 'patchouli': 56.6098, 'sweet': 54.2203}","['Pink Pepper', 'Mandarin Orange']","['Atlas Cedar', 'Bulgarian Rose']","['Benzoin', 'Vanilla', 'Patchouli']"
Scandal By Night  Jean Paul Gaultier,Jean Paul Gaultier,https://fimgs.net/mdimg/perfume/375x500.50715.jpg,for women,"{'sweet': 100.0, 'honey': 87.2564, 'vanilla': 77.2321, 'white floral': 64.5872, 'woody': 59.9654, 'tuberose': 59.4359, 'cherry': 59.0769, 'amber': 56.0705, 'warm spicy': 53.7103, 'citrus': 51.8526}","['Honey', 'Bitter Orange', 'Citruses']","['Tuberose', 'Cherry', 'Orange Blossom', 'Pear', 'Nard Himalayan (Jatamansi)']","['Tonka Bean', 'Vanilla', 'Patchouli', 'Sandalwood', 'Amberwood', 'White Musk']"
Boss The Scent Private Accord for Her   Hugo Boss,Hugo Boss,https://fimgs.net/mdimg/perfume/375x500.50875.jpg,for women,"{'cacao': 100.0, 'warm spicy': 95.858, 'citrus': 68.5207, 'sweet': 60.7752, 'coffee': 58.9941, 'fruity': 53.858, 'vanilla': 52.6154, 'floral': 48.1731, 'amber': 46.1538}",['Mandarin Orange'],"['Coffee', 'Osmanthus']","['Cacao', 'Tonka Bean']"
Luna Rossa Black  Prada,Prada,https://fimgs.net/mdimg/perfume/375x500.48682.jpg,for men,"{'amber': 100.0, 'musky': 82.1448, 'woody': 69.819, 'powdery': 66.9772, 'vanilla': 63.874, 'aromatic': 62.2118, 'balsamic': 60.2681, 'sweet': 57.1072, 'warm spicy': 57.0577, 'patchouli': 50.2413}",['Bergamot'],"['Angelica', 'Patchouli']","['Coumarin', 'Amber', 'Musk']"
Dolce Garden  Dolce&Gabbana,Dolce&Gabbana,https://fimgs.net/mdimg/perfume/375x500.48151.jpg,for women,"{'floral': 100.0, 'vanilla': 95.3291, 'coconut': 93.1245, 'sweet': 91.0349, 'tropical': 77.7399, 'almond': 72.268, 'lactonic': 72.1816, 'citrus': 70.9913, 'nutty': 67.9857, 'fruity': 58.8224}","['Magnolia', 'Mandarin Orange', 'Neroli']","['Coconut', 'Frangipani', 'Ylang-Ylang']","['Vanilla Absolute', 'Almond Milk', 'Sandalwood']"
I Don't Need A Prince By My Side To Be A Princess  By Kilian,By Kilian,https://fimgs.net/mdimg/perfume/375x500.50497.jpg,for women and men,"{'sweet': 100.0, 'vanilla': 95.4766, 'powdery': 83.5911, 'warm spicy': 65.2189, 'amber': 58.6526, 'fresh': 57.9363, 'green': 55.3098, 'citrus': 44.5916, 'balsamic': 44.0477}",['Lemon'],"['Green Tea', 'Ginger', 'Peach', 'Hedione', 'Jasmine', 'Apple']","['Marshmallow', 'Vanilla', 'Benzoin']"
Vibrant Leather Eau de Parfum  Zara,Zara,https://fimgs.net/mdimg/perfume/375x500.50122.jpg,for men,"{'citrus': 100.0, 'leather': 69.375, 'woody': 65.3614, 'fresh spicy': 65.0, 'aromatic': 51.0, 'animalic': 49.6875}",['Bergamot'],['Bamboo'],['Leather']
Joy by Dior  Christian Dior,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.51285.jpg,for women,"{'citrus': 100.0, 'woody': 93.0265, 'powdery': 78.0076, 'white floral': 75.2486, 'musky': 74.5716, 'rose': 58.9998, 'warm spicy': 55.4397, 'floral': 53.1829, 'fruity': 52.1984, 'aromatic': 52.0065}","['Bergamot', 'Mandarin Orange']","['Jasmine', 'Grasse Rose', 'Peach', 'Cassis']","['White Musk', 'Sandalwood', 'Cedar', 'Patchouli', 'Benzoin']"
Uomo  Signature  Salvatore Ferragamo Salvatore Ferragamo,Salvatore Ferragamo,https://fimgs.net/mdimg/perfume/375x500.50797.jpg,for men,"{'warm spicy': 100.0, 'leather': 63.3782, 'coffee': 62.7052, 'aromatic': 60.9152, 'vanilla': 58.1696, 'cinnamon': 52.8802, 'citrus': 51.6689, 'sweet': 50.7941, 'amber': 50.1211, 'woody': 47.8466}","['Italian Mandarin', 'Pink Pepper', 'Grapefruit']","['Cinnamon', 'Cardamom', 'Cypress']","['Tonka Bean', 'Leather', 'Roasted Coffee Beans', 'Patchouli']"
Rehab  Initio Parfums Prives,Initio Parfums Prives,https://fimgs.net/mdimg/perfume/375x500.50351.jpg,for women and men,"{'woody': 100.0, 'aromatic': 59.2555, 'lavender': 57.676, 'powdery': 54.6654, 'citrus': 48.6307, 'fresh spicy': 47.6181, 'warm spicy': 45.6875}","['Lavender', 'Bergamot']","['Cedar', 'Vetiver', 'Patchouli']","['Sandalwood', 'Guaiac Wood', 'Musk']"
Rogue Man  Rihanna,Rihanna,https://fimgs.net/mdimg/perfume/375x500.26866.jpg,for men,"{'amber': 100.0, 'woody': 93.5978, 'fresh spicy': 90.5895, 'aromatic': 75.6254, 'sweet': 74.3526, 'floral': 71.8264, 'powdery': 70.033, 'citrus': 67.4105, 'warm spicy': 66.0221, 'musky': 58.6171}","['Black Pepper', 'Rosemary', 'Bergamot', 'Clementine']","['Vanilla orchid', 'Labdanum', 'Jasmine', 'Cedar']","['Tonka Bean', 'Amber', 'Sandalwood', 'Musk', 'Patchouli']"
Euphoria Amber Gold  Calvin Klein,Calvin Klein,https://fimgs.net/mdimg/perfume/375x500.49559.jpg,for women,"{'amber': 100.0, 'sweet': 79.8485, 'powdery': 74.5985, 'woody': 74.1742, 'honey': 71.8939, 'citrus': 63.7008, 'vanilla': 61.2879, 'fruity': 56.5151, 'white floral': 53.3333, 'floral': 49.0379}","['Plum', 'Mandarin Orange', 'Rose']","['Honey', 'Orange Blossom', 'Orris']","['Amber', 'Sandalwood', 'Vanilla', 'Labdanum']"
Beach Hut Man  Amouage,Amouage,https://fimgs.net/mdimg/perfume/375x500.46336.jpg,for men,"{'green': 100.0, 'aromatic': 74.0156, 'woody': 69.0363, 'earthy': 54.6578, 'fresh spicy': 46.1263, 'mossy': 45.5919, 'fresh': 45.3153}","['Mint', 'Galbanum', 'Orange Blossom']","['Ivy', 'Vetiver', 'Moss']","['Myrrh', 'Woody Notes', 'Patchouli']"
Oud Touch  Franck Olivier,Franck Olivier,https://fimgs.net/mdimg/perfume/375x500.34208.jpg,for men,"{'amber': 100.0, 'rose': 76.9296, 'sweet': 63.4226, 'patchouli': 56.3732, 'woody': 56.0159, 'warm spicy': 55.9789, 'caramel': 55.6338, 'powdery': 55.2518, 'fresh spicy': 52.9965, 'vanilla': 51.6162}","['Caramel', 'Raspberry', 'Orange']","['Rose', 'Olibanum', 'Patchouli', 'Violet', 'Jasmine']","['Amber', 'Vanilla', 'Musk']"
Wonder Bouquet  Mugler,Mugler,https://fimgs.net/mdimg/perfume/375x500.46518.jpg,for women and men,"{'white floral': 100.0, 'sweet': 58.6486, 'nutty': 58.3784, 'citrus': 57.2135, 'woody': 57.1757, 'animalic': 49.6081, 'beeswax': 48.5946, 'green': 47.973, 'vanilla': 47.9459, 'tuberose': 45.9459}","['Shiso', 'Lily-of-the-Valley', 'Orange', 'Tangerine', 'Petitgrain']","['Brioche', 'Jasmine Sambac', 'Orange Blossom', 'Tuberose', 'Rose']","['Hazelnut', 'Beeswax', 'Vanilla', 'Cashmeran']"
Chergui  Serge Lutens,Serge Lutens,https://fimgs.net/mdimg/perfume/375x500.2762.jpg,for women and men,"{'amber': 100.0, 'sweet': 91.5536, 'tobacco': 87.4155, 'honey': 86.3784, 'powdery': 70.7187, 'woody': 64.2315, 'green': 60.5041, 'smoky': 56.4344, 'warm spicy': 53.9784, 'floral': 51.9872}",[],"['Tobacco Leaf', 'Honey', 'Amber', 'Hay', 'Incense', 'Sandalwood', 'iris', 'Musk', 'Rose']",[]
Fan Your Flames  Nishane,Nishane,https://fimgs.net/mdimg/perfume/375x500.37603.jpg,for women and men,"{'sweet': 100.0, 'tobacco': 87.3284, 'coconut': 87.1429, 'woody': 83.859, 'rum': 73.9332, 'vanilla': 69.8701, 'mossy': 51.3358, 'lactonic': 50.0, 'warm spicy': 47.4768, 'tropical': 47.1428}","['Coconut', 'Rum']","['Tobacco', 'Tonka Bean']","['Chinese Cedar', 'Oakmoss']"
Flower by  Eau de Lumière Kenzo Kenzo,Kenzo,https://fimgs.net/mdimg/perfume/375x500.43247.jpg,for women,"{'powdery': 100.0, 'violet': 66.6666, 'floral': 66.4524, 'musky': 61.9047, 'white floral': 57.619, 'citrus': 53.9286, 'rose': 50.9524, 'vanilla': 50.3333, 'woody': 47.3571, 'yellow floral': 47.1429}","['Calabrian bergamot', 'Cassis']","['Jasmine', 'Bulgarian Rose', 'Ylang-Ylang', 'Peach']","['Violet', 'White Musk', 'Heliotrope']"
Boucheron Boucheron,Boucheron,https://fimgs.net/mdimg/perfume/375x500.133.jpg,for women,"{'white floral': 100.0, 'citrus': 90.4715, 'amber': 84.0003, 'sweet': 81.2953, 'aromatic': 80.6011, 'woody': 77.4964, 'yellow floral': 75.0369, 'powdery': 74.7187, 'fresh spicy': 72.0214, 'animalic': 70.4244}","['Tagetes', 'Orange', 'Tangerine', 'Apricot', 'Bitter Orange', 'Asafoetida', 'Cassia', 'Basil', 'Lemon', 'Bergamot']","['Tuberose', 'Madagascar Ylang-Ylang', 'Jasmine', 'Orange Blossom', 'Narcissus', 'Geranium', 'Orris Root', 'Cedar', 'Lydia Broom', 'Lily-of-the-Valley']","['Amber', 'Civet', 'Sandalwood', 'Benzoin', 'Indian Vanilla', 'Oakmoss', 'Tonka Bean', 'Musk']"
Ani  Nishane,Nishane,https://fimgs.net/mdimg/perfume/375x500.54785.jpg,for women and men,"{'warm spicy': 100.0, 'vanilla': 83.3599, 'woody': 73.0815, 'citrus': 62.3807, 'powdery': 61.8191, 'aromatic': 54.6223, 'amber': 54.3539, 'soft spicy': 52.4851, 'fruity': 52.0676, 'balsamic': 49.0755}","['Ginger', 'Bergamot', 'Pink Pepper', 'Green Notes']","['Black Currant', 'Cardamom', 'Turkish Rose']","['Vanilla', 'Sandalwood', 'Benzoin', 'Cedar', 'Patchouli', 'Ambergris', 'Musk']"
Bad Boy Le Parfum  Carolina Herrera,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.65718.jpg,for men,"{'aromatic': 100.0, 'fresh spicy': 89.1444, 'leather': 63.6899, 'woody': 53.5829, 'herbal': 53.2086, 'cannabis': 52.4599, 'citrus': 52.4599, 'earthy': 50.2139, 'smoky': 49.0909, 'animalic': 46.8449}","['Grapefruit', 'cannabis']","['Geranium', 'Black Pepper']","['Leather', 'Vetiver']"
Karagoz  Nishane,Nishane,https://fimgs.net/mdimg/perfume/375x500.44176.jpg,for women and men,"{'fruity': 100.0, 'sweet': 77.9377, 'woody': 68.9105, 'earthy': 60.8171, 'green': 60.1946, 'aromatic': 59.0272, 'oud': 55.2918, 'amber': 53.3463, 'white floral': 52.9572, 'patchouli': 49.8443}","['Grapes', 'Pineapple', 'Herbal Notes']","['Patchouli', 'Neroli', 'Jasmine']","['Vetiver', 'Agarwood (Oud)', 'Amber']"
By the Fireplace  Maison Martin Margiela,Maison Martin Margiela,https://fimgs.net/mdimg/perfume/375x500.31623.jpg,for women and men,"{'woody': 100.0, 'vanilla': 76.8611, 'balsamic': 76.0794, 'amber': 62.9031, 'warm spicy': 62.6432, 'powdery': 57.6745, 'nutty': 54.0916, 'musky': 44.8059}","['Cloves', 'Pink Pepper', 'Orange Blossom']","['Chestnut', 'Guaiac Wood', 'Juniper']","['Vanilla', 'Peru Balsam', 'Cashmeran']"
Hacivat  Nishane,Nishane,https://fimgs.net/mdimg/perfume/375x500.44174.jpg,for women and men,"{'woody': 100.0, 'citrus': 93.7663, 'mossy': 74.9663, 'fruity': 73.2402, 'sweet': 68.4357, 'earthy': 68.3807, 'fresh spicy': 54.8029, 'tropical': 54.0223, 'aromatic': 47.3928, 'patchouli': 47.2609}","['Pineapple', 'Grapefruit', 'Bergamot']","['Cedar', 'Patchouli', 'Jasmine']","['Oakmoss', 'Woody Notes']"
Herod  Parfums de Marly,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.16939.jpg,for men,"{'tobacco': 100.0, 'vanilla': 95.0157, 'warm spicy': 89.0454, 'cinnamon': 82.7465, 'sweet': 80.5282, 'amber': 75.8013, 'woody': 70.8224, 'powdery': 58.2629, 'musky': 57.0798, 'fruity': 55.7543}","['Cinnamon', 'Pepper']","['Tobacco Leaf', 'Incense', 'Osmanthus', 'Labdanum']","['Vanilla', 'Iso E Super', 'Musk', 'Cedar', 'Cypriol Oil or Nagarmotha', 'Vetiver']"
Mon  Guerlain Guerlain,Guerlain,https://fimgs.net/mdimg/perfume/375x500.43297.jpg,for women,"{'vanilla': 100.0, 'woody': 69.2405, 'lavender': 68.872, 'aromatic': 67.9797, 'powdery': 63.301, 'balsamic': 59.0353, 'sweet': 59.0209, 'warm spicy': 52.655, 'fresh spicy': 47.8729, 'iris': 46.8772}","['Lavender', 'Bergamot']","['iris', 'Jasmine Sambac', 'Rose']","['Tahitian Vanilla', 'Coumarin', 'Australian Sandalwood', 'Benzoin', 'Licorice', 'Patchouli']"
Delina  Parfums de Marly,Parfums de Marly,https://fimgs.net/mdimg/perfume/375x500.43871.jpg,for women,"{'rose': 100.0, 'floral': 94.1626, 'fresh': 84.2662, 'fruity': 83.0169, 'musky': 57.9651, 'green': 56.8467, 'aromatic': 56.0829, 'tropical': 54.2881, 'powdery': 53.8898, 'woody': 53.5843}","['Litchi', 'Rhubarb', 'Bergamot', 'Nutmeg']","['Turkish Rose', 'Peony', 'Musk', 'Petalia', 'Vanilla']","['Cashmeran', 'Cedar', 'Haitian Vetiver', 'Incense']"
Red Tobacco  Mancera,Mancera,https://fimgs.net/mdimg/perfume/375x500.46663.jpg,for women and men,"{'warm spicy': 100.0, 'tobacco': 97.255, 'woody': 78.933, 'sweet': 75.4138, 'vanilla': 67.6653, 'amber': 65.6783, 'cinnamon': 64.6329, 'oud': 60.9622, 'powdery': 59.1028, 'fruity': 57.822}","['Cinnamon', 'Agarwood (Oud)', 'Saffron', 'Incense', 'Nutmeg', 'Green Apple', 'White Pear']","['Patchouli', 'Jasmine']","['Tobacco', 'Madagascar Vanilla', 'Amber', 'Sandalwood', 'Guaiac Wood', 'White Musk', 'Haitian Vetiver']"
Baccarat Rouge 540 Extrait de Parfum  Maison Francis Kurkdjian,Maison Francis Kurkdjian,https://fimgs.net/mdimg/perfume/375x500.46066.jpg,for women and men,"{'amber': 100.0, 'almond': 97.7462, 'woody': 86.6099, 'warm spicy': 80.0341, 'animalic': 78.3172, 'nutty': 70.6477, 'fruity': 63.8731, 'musky': 61.8182, 'white floral': 60.8902, 'sweet': 56.893}","['Bitter Almond', 'Saffron']","['Egyptian Jasmine', 'Cedar']","['Ambergris', 'Musk', 'Woody Notes']"
Aura  Mugler Mugler,Mugler,https://fimgs.net/mdimg/perfume/375x500.45639.jpg,for women,"{'green': 100.0, 'woody': 83.7937, 'vanilla': 79.2484, 'sweet': 73.8537, 'fruity': 63.2581, 'aromatic': 59.9731, 'white floral': 58.7402, 'citrus': 52.5367, 'powdery': 48.7833}","['Rhubarb Leaf', 'Bergamot']","['Green Notes', 'Orange Blossom', 'Ylang-Ylang', 'Pear']","['Bourbon Vanilla', 'Woody Notes', 'Amberwood', 'Sandalwood', 'Coumarin']"
Black Phantom  By Kilian,By Kilian,https://fimgs.net/mdimg/perfume/375x500.43632.jpg,for women and men,"{'sweet': 100.0, 'warm spicy': 92.2229, 'caramel': 71.3151, 'coffee': 68.8129, 'chocolate': 66.5435, 'rum': 64.309, 'woody': 61.6613, 'almond': 59.4734, 'powdery': 46.9857, 'vanilla': 46.5319}",[],"['Dark Chocolate', 'Rum', 'Caramel', 'Coffee', 'Sugar Cane', 'Almond', 'Sandalwood', 'Heliotrope']",[]
Girl of Now  Elie Saab,Elie Saab,https://fimgs.net/mdimg/perfume/375x500.45686.jpg,for women,"{'almond': 100.0, 'sweet': 91.6913, 'nutty': 90.7965, 'fruity': 85.8935, 'woody': 79.3774, 'citrus': 63.1252, 'amber': 60.453, 'vanilla': 58.7609, 'floral': 56.0522, 'white floral': 55.8087}","['Pistachio', 'Pear', 'Mandarin Orange']","['Almond', 'Orange Blossom', 'Magnolia']","['Almond Milk', 'Tonka Bean', 'Cashmeran', 'Patchouli']"
Light Blue Eau Intense Pour Homme  Dolce&Gabbana,Dolce&Gabbana,https://fimgs.net/mdimg/perfume/375x500.44035.jpg,for men,"{'aromatic': 100.0, 'citrus': 97.2181, 'marine': 86.803, 'fresh spicy': 64.6437, 'woody': 60.5188, 'salty': 52.7212, 'amber': 47.5411, 'musky': 47.3355, 'aquatic': 47.0409}","['Grapefruit', 'Mandarin Orange']","['Sea water', 'Juniper']","['Amberwood', 'Musk']"
Scandal  Jean Paul Gaultier,Jean Paul Gaultier,https://fimgs.net/mdimg/perfume/375x500.45651.jpg,for women,"{'honey': 100.0, 'sweet': 78.1837, 'white floral': 68.5579, 'citrus': 60.0998, 'patchouli': 53.7305, 'caramel': 52.2581, 'animalic': 52.1091, 'beeswax': 50.8747, 'floral': 48.2688, 'woody': 46.8477}","['Blood Orange', 'Mandarin Orange']","['Honey', 'Gardenia', 'Orange Blossom', 'Jasmine', 'Peach']","['Beeswax', 'Patchouli', 'Caramel', 'Licorice']"
Fucking Fabulous  Tom Ford,Tom Ford,https://fimgs.net/mdimg/perfume/375x500.46513.jpg,for women and men,"{'aromatic': 100.0, 'vanilla': 91.4561, 'leather': 91.1555, 'almond': 87.84, 'amber': 79.0319, 'sweet': 78.1028, 'woody': 72.8107, 'lavender': 70.8979, 'powdery': 70.6884, 'nutty': 64.704}","['Clary Sage', 'Lavender']","['Bitter Almond', 'Leather', 'Vanilla', 'Orris']","['Leather', 'Tonka Bean', 'Cashmeran', 'White Woods', 'Amber']"
Guilty Absolute Gucci Gucci,Gucci,https://fimgs.net/mdimg/perfume/375x500.43040.jpg,for men,"{'woody': 100.0, 'leather': 79.299, 'aromatic': 58.6796, 'animalic': 54.6495, 'earthy': 49.2421, 'patchouli': 47.2678, 'smoky': 44.7897}",['Leather'],"['Cypress', 'Patchouli']","['Woody Notes', 'Vetiver']"
Bloom Gucci Gucci,Gucci,https://fimgs.net/mdimg/perfume/375x500.44894.jpg,for women,"{'white floral': 100.0, 'tuberose': 62.2714}",['Jasmine'],['Tuberose'],['Rangoon creeper']
Luna Rossa Carbon  Prada,Prada,https://fimgs.net/mdimg/perfume/375x500.43402.jpg,for men,"{'fresh spicy': 100.0, 'amber': 96.799, 'lavender': 90.686, 'aromatic': 82.4611, 'mineral': 78.4154, 'metallic': 75.6812, 'citrus': 74.014, 'musky': 70.0794, 'woody': 59.0759, 'earthy': 56.4529}","['Bergamot', 'Pepper']","['Lavender', 'Metallic notes', 'Coal', 'Watery Notes', 'Soil tincture']","['Ambroxan', 'Patchouli']"
Light Blue Eau Intense  Dolce&Gabbana,Dolce&Gabbana,https://fimgs.net/mdimg/perfume/375x500.44034.jpg,for women,"{'citrus': 100.0, 'musky': 76.0369, 'fresh': 70.0909, 'fruity': 68.6591, 'aromatic': 65.1988, 'amber': 54.8579, 'powdery': 53.0185, 'woody': 49.8864, 'green': 49.3295, 'white floral': 49.2898}","['Lemon', 'Granny Smith apple']","['Marigold', 'Jasmine']","['Musk', 'Amberwood']"
Emporio Armani Stronger With You  Giorgio Armani,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.45258.jpg,for men,"{'warm spicy': 100.0, 'vanilla': 89.2723, 'aromatic': 78.4256, 'sweet': 69.8005, 'woody': 69.3085, 'soft spicy': 61.0525, 'fruity': 57.0415, 'amber': 56.5971, 'ozonic': 54.9427, 'balsamic': 53.0821}","['Cardamom', 'Pink Pepper', 'Mint', 'Violet Leaf']","['Pineapple', 'Sage', 'Melon', 'Cinnamon', 'Lavender']","['Vanilla', 'Chestnut', 'Cedar', 'Amberwood', 'Guaiac Wood']"
Artisan Pure  John Varvatos,John Varvatos,https://fimgs.net/mdimg/perfume/375x500.46623.jpg,for men,"{'citrus': 100.0, 'aromatic': 59.4755, 'fresh spicy': 51.7128, 'herbal': 47.0864}","['Clementine', 'Mandarin Orange', 'Lemon', 'Bergamot', 'Thyme', 'Marjoram']","['Petitgrain', 'Ginger']","['Woody Notes', 'Musk', 'Orris Root', 'Amber']"
L'Homme Intense Prada Prada,Prada,https://fimgs.net/mdimg/perfume/375x500.45396.jpg,for men,"{'iris': 100.0, 'amber': 87.0031, 'powdery': 86.5069, 'woody': 79.2913, 'leather': 72.7119, 'earthy': 68.8721, 'violet': 65.0, 'vanilla': 62.9939, 'warm spicy': 60.6102, 'animalic': 58.0431}",['iris'],"['Amber', 'Patchouli']","['Tonka Bean', 'Leather', 'Sandalwood']"
Black Perfecto by La Petite Robe Noire  Guerlain,Guerlain,https://fimgs.net/mdimg/perfume/375x500.45017.jpg,for women,"{'sweet': 100.0, 'cherry': 84.4442, 'almond': 81.6638, 'nutty': 75.1538, 'leather': 68.8472, 'rose': 61.5815, 'fruity': 61.2763, 'soft spicy': 57.6386, 'animalic': 51.3999, 'patchouli': 46.807900000000004}","['Sour Cherry', 'Almond', 'Black Tea']","['Rose', 'Licorice']","['Leather', 'Tonka Bean', 'Patchouli', 'Black Musk']"
Sì Passione  Giorgio Armani,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.48002.jpg,for women,"{'fruity': 100.0, 'sweet': 71.7321, 'woody': 55.9421, 'rose': 54.7169, 'vanilla': 54.016, 'soft spicy': 53.5046, 'floral': 48.6246, 'fresh': 47.2359, 'powdery': 45.4552, 'citrus': 44.8192}","['Pear', 'Black Currant', 'Pink Pepper', 'Grapefruit']","['Rose', 'Pineapple', 'Heliotrope', 'Jasmine']","['Vanilla', 'Cedar', 'Patchouli', 'Amberwood']"
Twilly d’ Hermès Hermès,Hermès,https://fimgs.net/mdimg/perfume/375x500.46145.jpg,for women,"{'white floral': 100.0, 'warm spicy': 90.0373, 'citrus': 80.7654, 'tuberose': 77.7796, 'woody': 64.4761, 'fresh': 53.0225, 'powdery': 51.6409, 'animalic': 48.5707, 'vanilla': 44.3531}","['Ginger', 'Bitter Orange', 'Bergamot']","['Tuberose', 'Orange Blossom', 'Jasmine']","['Sandalwood', 'Vanilla']"
Fleur Musc for Her  Narciso Rodriguez,Narciso Rodriguez,https://fimgs.net/mdimg/perfume/375x500.42580.jpg,for women,"{'rose': 100.0, 'floral': 91.2429, 'musky': 80.3218, 'fresh': 67.3538, 'powdery': 62.8662, 'soft spicy': 45.8225, 'patchouli': 44.7364}",['Pink Pepper'],"['Rose', 'Musk', 'Peony']","['Patchouli', 'Violet', 'Amber']"
